Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
criptoExchangeApplication,com.globant.application.services.exchange,PlaceBuyOrderUseCaseImpl,PlaceBuyOrderUseCaseImpl,Long Parameter List,The method has 5 parameters. ,40
criptoExchangeApplication,com.globant.application.services.exchange,PlaceBuyOrderUseCaseImpl,trade,Long Statement,The length of the statement "CryptoCurrency amount=cryptoCurrencyFactory.createCryptoCurrency(salesOrder.getCryptoName()`buyOrder.getRemainigAmount());" is 122.,68
criptoExchangeApplication,com.globant.application.services.exchange,PlaceBuyOrderUseCaseImpl,trade,Long Statement,The length of the statement "CryptoCurrency amount=cryptoCurrencyFactory.createCryptoCurrency(salesOrder.getCryptoName()`salesOrder.getRemainigAmount());" is 124.,68
criptoExchangeApplication,com.globant.application.services.exchange,PlaceBuyOrderUseCaseImpl,generateTransaction,Long Statement,The length of the statement "userHistory.addTransaction(new Transaction(order.getExchangedMoney()`order.getAmount().getAmount()`order.getCryptoName()`user.getUserID()`type));" is 145.,122
criptoExchangeApplication,com.globant.application.services.exchange,PlaceSaleOrderUseCaseImpl,PlaceSaleOrderUseCaseImpl,Long Parameter List,The method has 5 parameters. ,40
criptoExchangeApplication,com.globant.application.services.exchange,PlaceSaleOrderUseCaseImpl,trade,Long Statement,The length of the statement "CryptoCurrency amount=cryptoCurrencyFactory.createCryptoCurrency(buyOrder.getCryptoName()`salesOrder.getRemainigAmount());" is 122.,67
criptoExchangeApplication,com.globant.application.services.exchange,PlaceSaleOrderUseCaseImpl,generateTransaction,Long Statement,The length of the statement "userHistory.addTransaction(new Transaction(order.getExchangedMoney()`order.getAmount().getAmount()`order.getCryptoName()`user.getUserID()`type));" is 145.,123
criptoExchangeApplication,com.globant.domain.crypto,WalletID,WalletID,Abstract Function Call From Constructor,The constructor WalletID calls a virtual method generate.,13
criptoExchangeApplication,com.globant.domain.crypto,WalletID,hashCode,Magic Number,The method contains a magic number: 3,21
criptoExchangeApplication,com.globant.domain.crypto,WalletID,hashCode,Magic Number,The method contains a magic number: 71,21
criptoExchangeApplication,com.globant.domain.exceptions,InvalidNumberAccountException,invalidNumberAccount,Long Statement,The length of the statement "return new InvalidNumberAccountException("INVALID NUMBER ACCOUNT:\n" + "The account number must be\n" + "between 8 and 12 digits long.");" is 137.,12
criptoExchangeApplication,com.globant.domain.exceptions,InvalidPasswordException,invalidException,Long Statement,The length of the statement "return new InvalidPasswordException("INVALID PASSWORD:\n" + "The password must have\n" + "more than 8 characters`\n"+ "one uppercase letter`\n"+ "one lowercase letter\n"+ "and at least one numeric digit.");" is 206.,12
criptoExchangeApplication,com.globant.domain.exchange,Exchange,searchSalesOrder,Long Statement,The length of the statement "List<SalesOrder> orders=salesOrderBook.stream().filter(o -> o.getMinPrice().compareTo(buyOrder.getMaxPrice()) <= 0 && o.getCryptoName() == buyOrder.getCryptoName() && !o.getUserID().equals(buyOrder.getUserID())).collect(Collectors.toList());" is 241.,45
criptoExchangeApplication,com.globant.domain.exchange,Exchange,searchBuyOrder,Long Statement,The length of the statement "List<BuyOrder> orders=buyOrderBook.stream().filter(o -> o.getMaxPrice().compareTo(salesOrder.getMinPrice()) >= 0 && o.getCryptoName() == salesOrder.getCryptoName() && !o.getUserID().equals(salesOrder.getUserID())).collect(Collectors.toList());" is 243.,63
criptoExchangeApplication,com.globant.domain.exchange,Exchange,updatePrice,Magic Number,The method contains a magic number: 2,81
criptoExchangeApplication,com.globant.domain.exchange,Transaction,Transaction,Long Parameter List,The method has 5 parameters. ,19
criptoExchangeApplication,com.globant.domain.user.accounts,NumberAccount,verifyNumberAccount,Magic Number,The method contains a magic number: 8,21
criptoExchangeApplication,com.globant.domain.user.accounts,NumberAccount,verifyNumberAccount,Magic Number,The method contains a magic number: 12,21
criptoExchangeApplication,com.globant.domain.user.accounts,NumberAccount,hashCode,Magic Number,The method contains a magic number: 5,26
criptoExchangeApplication,com.globant.domain.user.accounts,NumberAccount,hashCode,Magic Number,The method contains a magic number: 29,26
criptoExchangeApplication,com.globant.domain.user,UserID,UserID,Abstract Function Call From Constructor,The constructor UserID calls a virtual method generate.,13
criptoExchangeApplication,com.globant.domain.user,UserID,hashCode,Magic Number,The method contains a magic number: 7,21
criptoExchangeApplication,com.globant.domain.user,UserID,hashCode,Magic Number,The method contains a magic number: 43,21
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,AuthMenuController,signUp,Long Statement,The length of the statement "SignUpDTO dto=new SignUpDTO(userNameField.getText().trim()`emailField.getText().trim().toLowerCase()`passwordField.getText()`bankNumberField.getText().trim()`bankAccountChoice);" is 177.,53
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,BuyFromExchangeController,initialize,Long Statement,The length of the statement "message.setText("Here you can buy cryptocurrencies\n" + "from the exchange`\n" + "the price fluctuates\n"+ "according to sales");" is 129.,56
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,BuyFromExchangeController,exchange,Long Statement,The length of the statement "ExchangeCryptoCurrencyDTO dto=new ExchangeCryptoCurrencyDTO(this.cryptoName`new BigDecimal(amountField.getText().trim())`FxmlApp.authenticationService.getSignedUserDTO().getId());" is 179.,74
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,DepositeMoneyController,depositeMoney,Long Statement,The length of the statement "DepositeMoneyDTO dto=new DepositeMoneyDTO(new BigDecimal(amountField.getText().trim())`FxmlApp.authenticationService.getSignedUserDTO().getId());" is 145.,39
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceBuyOrderController,initialize,Long Statement,The length of the statement "message.setText("Here you can request \na buy order`\n" + "if you are lucky it will be \nsold instantly`\n" + "if not it will be archived.\n"+ "You decide the unit price.");" is 173.,44
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceBuyOrderController,placeOrder,Long Statement,The length of the statement "PlaceBuyOrderDTO dto=new PlaceBuyOrderDTO(this.cryptoName`new BigDecimal(amountField.getText().trim())`new BigDecimal(maxPriceField.getText())`FxmlApp.authenticationService.getSignedUserDTO().getId());" is 201.,52
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceSaleOrderController,initialize,Long Statement,The length of the statement "message.setText("Here you can request \na sales order`\n" + "if you are lucky it will be \npurchased instantly`\n" + "if not it will be archived.\n"+ "You decide the unit price.");" is 180.,47
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceSaleOrderController,placeOrder,Long Statement,The length of the statement "PlaceSaleOrderDTO dto=new PlaceSaleOrderDTO(this.cryptoName`new BigDecimal(amountField.getText().trim())`new BigDecimal(minPriceField.getText())`FxmlApp.authenticationService.getSignedUserDTO().getId());" is 203.,55
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,WalletBalanceController,initialize,Long Statement,The length of the statement "message.setText("Here you can check\n" + "your wallet balance`\n" + "all your money and\n"+ "cryptocurrencies are here");" is 121.,41
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 640,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 480,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 645,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 555,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 645,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 555,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 645,39
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,start,Magic Number,The method contains a magic number: 555,39
criptoExchangeApplication,integrationTests,ExchangeCryptoCurrencyTest,successExchangeTest,Long Statement,The length of the statement "ExchangeCryptoCurrencyDTO dto=new ExchangeCryptoCurrencyDTO(CryptoCurrencyName.BITCOIN`BigDecimal.ONE`authenticationService.getSignedUserDTO().getId());" is 152.,18
criptoExchangeApplication,integrationTests,PlaceOrderTest,buyOrderTest,Long Statement,The length of the statement "PlaceBuyOrderDTO dto=new PlaceBuyOrderDTO(CryptoCurrencyName.BITCOIN`new BigDecimal("17")`new BigDecimal("30")`authenticationService.getSignedUserDTO().getId());" is 161.,18
criptoExchangeApplication,integrationTests,PlaceOrderTest,saleOrderTest,Long Statement,The length of the statement "PlaceSaleOrderDTO dto=new PlaceSaleOrderDTO(CryptoCurrencyName.BITCOIN`new BigDecimal("17")`new BigDecimal("30")`authenticationService.getSignedUserDTO().getId());" is 163.,32
criptoExchangeApplication,integrationTests,SignUpTest,successSignUpTest,Magic Number,The method contains a magic number: 10,14
criptoExchangeApplication,unitTests,UserAccountTest,verifyInvalidAccountTest,Empty catch clause,The method has an empty catch block.,25
criptoExchangeApplication,unitTests,UserAccountTest,verifyInvalidAccountTest,Empty catch clause,The method has an empty catch block.,25
